Condition	Sex	Age	Location	Measure	Unit	Forecast Scenario	Year	Value	Lower	Upper	Data Suite	DA
Attention-deficit/hyperactivity disorder	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	1786.21490480931	1336.6908785603	2413.26380749279	GBD	Other
Attention-deficit/hyperactivity disorder	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	384.697254885104	273.105324658612	544.080523187037	GBD	Other
Conduct disorder	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	326.129284512747	235.878996303595	420.674073049601	GBD	Other
Idiopathic developmental intellectual disability	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	760.468311355046	338.624854418634	1171.83696066836	GBD	Other
Conduct disorder	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	354.479303318399	258.897586776408	460.383592827649	GBD	Other
Other mental disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	2183.48584948818	1770.28996263787	2719.58943128311	GBD	Other
Idiopathic developmental intellectual disability	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	147.727605925398	18.1097262651492	324.448670537383	GBD	Other
Other mental disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2153.53348893408	1745.96321841419	2696.98645356341	GBD	Other
Diabetes mellitus	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	17396.3070263984	16090.5304877453	18657.8067447064	GBD	Metabolism
Diabetes mellitus	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	10160.8895391423	9365.30643725966	11238.1805768809	GBD	Metabolism
Acute glomerulonephritis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	0.0755841880675277	0.035550918143504	0.135313411993529	GBD	Renal
Chronic kidney disease	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	13944.7164848317	12246.0248355228	16029.2719482575	GBD	Renal
Acute glomerulonephritis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	0.0534358754792578	0.0334400759076768	0.0815224487615411	GBD	Renal
Chronic kidney disease	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	14539.5111195219	13152.1598893354	16044.3049620557	GBD	Renal
Urinary diseases and male infertility	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	2345.34821591656	1780.84836906699	2991.6210799688	GBD	Fertility
Urinary diseases and male infertility	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2393.86969128995	1817.71772127655	3046.60485204027	GBD	Fertility
Gynecological diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	18729.0770157499	16082.1439071047	21467.7301115155	GBD	Fertility
Gynecological diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	20281.0334476707	17765.3837988396	22869.8378910275	GBD	Fertility
Hemoglobinopathies and hemolytic anemias	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	14100.838575257	12985.433207421	15201.953649295	GBD	Other Onco Hem
Endocrine, metabolic, blood, and immune disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	2908.05236783558	2339.08438420242	3498.17438759732	GBD	Metabolism
Hemoglobinopathies and hemolytic anemias	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	18321.1096262941	16794.266308625	19839.182740717	GBD	Other Onco Hem
Rheumatoid arthritis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	439.290373248428	395.607928723201	492.038396881925	GBD	Immunology
Osteoarthritis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	16509.1077805842	14885.1340284081	18309.1109127316	GBD	Other
Endocrine, metabolic, blood, and immune disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	4619.37407734557	3788.61030611272	5515.20109633628	GBD	Metabolism
Low back pain	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	11245.108728387	9695.58961366228	12618.9413235568	GBD	Other
Rheumatoid arthritis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	423.706299943077	363.195193694048	488.990660080489	GBD	Immunology
Neck pain	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	3374.75221088699	2669.60948347596	4186.7737473047	GBD	Other
Osteoarthritis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	15795.9181424597	14283.4138959788	17438.9585784061	GBD	Other
Low back pain	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	16159.2167414745	14340.6183169965	17987.8360964816	GBD	Other
Gout	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	1473.45377307711	1166.72495867834	1881.64675099555	GBD	Other
Other musculoskeletal disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	7152.20202287357	5800.2715178025	8764.61535132581	GBD	Other
Neck pain	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	4066.29765649415	3224.10488492718	4966.90436481567	GBD	Other
Congenital birth defects	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	659.567316279236	606.552852398601	713.147166043149	GBD	Other
Gout	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	1410.04079212655	1110.93512585974	1795.66754056784	GBD	Other
Dermatitis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	3096.47936470808	2888.8293592908	3323.85799818413	GBD	Immunology
Other musculoskeletal disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	6217.1661851185	5035.61050241225	7492.87835723518	GBD	Other
Psoriasis	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	893.98719104653	870.045938895894	922.350705173222	GBD	Immunology
Congenital birth defects	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	734.798972425573	673.603738939279	800.440471044603	GBD	Other
Scabies	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	9.34934361406416	8.32520878973095	10.4844577647624	GBD	Infectious Diseases
Dermatitis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	3686.68236015314	3516.69137160903	3865.54283677357	GBD	Immunology
Fungal skin diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	9496.14883406924	8524.25808335298	10751.299867281	GBD	Infectious Diseases
Psoriasis	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2017.06733229787	1939.42087889479	2090.26784246154	GBD	Immunology
Viral skin diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	3083.41222608528	2977.08319174277	3195.2465409548	GBD	Infectious Diseases
Scabies	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	4.44088170069709	3.96846600037085	4.99653390590506	GBD	Infectious Diseases
Acne vulgaris	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	3428.86243934541	3158.72116122654	3750.03424610089	GBD	Other
Fungal skin diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	12842.2260163721	11522.8329648485	14408.8944822117	GBD	Infectious Diseases
Alopecia areata	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	259.932753234708	250.588582947099	268.092181605353	GBD	Immunology
Viral skin diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	3720.1813428396	3592.23624349387	3849.58974269493	GBD	Infectious Diseases
Pruritus	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	962.569483708697	845.490859911151	1088.33771013212	GBD	Other
Acne vulgaris	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	4106.49513789006	3768.28760932806	4461.23038738286	GBD	Other
Urticaria	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	588.087595544402	527.380274350859	641.170635282498	GBD	Immunology
Alopecia areata	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	254.558053786514	246.163660212525	262.312015187738	GBD	Immunology
Decubitus ulcer	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	3.49368138098427	2.72061347611069	4.38820270632308	GBD	Other
Other skin and subcutaneous diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	10997.37707211	9679.75774261609	12453.1369143373	GBD	Immunology
Pruritus	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	908.368183988291	834.884848232221	976.664511188267	GBD	Other
Age-related and other hearing loss	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	23724.236635288	22421.7872174305	25156.6768117363	GBD	Other
Other sense organ diseases	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	4211.2271172449	3262.83309383537	5362.59709818694	GBD	Other
Urticaria	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	489.171623650771	442.804549778749	541.57151301051	GBD	Immunology
Decubitus ulcer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2.68220856610644	2.18372759587729	3.39770712895517	GBD	Other
Oral disorders	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	51742.2842405006	47071.5957773818	56420.0061696086	GBD	Other
Other skin and subcutaneous diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	11026.0250547027	9914.91713683078	12251.8883688311	GBD	Immunology
Age-related and other hearing loss	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	22929.6909303434	21762.3447441274	24275.5260716979	GBD	Other
Road injuries	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	2039.96127128515	1738.13475927798	2377.85453373518	GBD	Other
Other sense organ diseases	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	4102.31439031118	3243.15311455696	5146.87254946207	GBD	Other
Other transport injuries	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	372.96017378114	309.519981350275	450.191266226738	GBD	Other
Oral disorders	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	53429.6296097149	49560.1655661409	57524.716146348	GBD	Other
Falls	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	17011.3359884545	14491.4213932816	19865.9284764931	GBD	Other
Drowning	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	14.5997476637	12.0516979040718	16.95676686484	GBD	Other
Road injuries	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2044.11890724186	1802.96125821282	2303.70843093823	GBD	Other
Other transport injuries	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	393.731887591597	322.812464671326	482.961006079158	GBD	Other
Fire, heat, and hot substances	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	1908.21700069628	1502.22289127558	2356.97977802699	GBD	Other
Falls	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	19359.8456022089	16785.5731757916	22112.4717280469	GBD	Other
Poisonings	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	99.745532135672	80.1159675019761	122.428955743539	GBD	Other
Drowning	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	10.7954696987581	8.95503200663318	12.6809894190587	GBD	Other
Exposure to mechanical forces	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	4759.89486160172	4009.64147310096	5651.27307167688	GBD	Other
Fire, heat, and hot substances	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2323.5481630034	1904.64155753466	2836.1978814695	GBD	Other
Poisonings	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	94.0244268306713	77.3309957606271	114.98228823785	GBD	Other
Adverse effects of medical treatment	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	15.0721383848648	10.7528619153333	20.6815094090484	GBD	Other
Exposure to mechanical forces	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	5025.43432034139	4256.76220972381	5953.18510230118	GBD	Other
Animal contact	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	366.813410364942	279.018131241595	468.991532820835	GBD	Other
Adverse effects of medical treatment	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	14.9454924336998	11.0855877447858	19.6467854029821	GBD	Other
Foreign body	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	486.229280278712	388.275574030713	598.800191011749	GBD	Other
Other unintentional injuries	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	1614.12945793664	1335.58291763025	1960.08344746482	GBD	Other
Animal contact	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	395.400544296148	316.412176218746	494.841289068611	GBD	Other
Self-harm	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	127.725236421733	107.53688762014	151.469348271047	GBD	Other
Interpersonal violence	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	1728.69075035107	1512.05267685284	1947.95554601792	GBD	Other
Foreign body	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	537.439838466933	434.245976841283	655.295093408438	GBD	Other
Exposure to forces of nature	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	5.55122039445511	3.66670844829869	8.2989369011811	GBD	Other
Other unintentional injuries	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	1645.180110462	1378.28268177482	1988.88453290513	GBD	Other
Self-harm	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	200.927164698118	170.396793820988	234.245215213477	GBD	Other
Interpersonal violence	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	1706.43764223621	1485.69141778075	1942.95232415712	GBD	Other
Exposure to forces of nature	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	2.1431423125565	1.61940562975522	2.89581839609395	GBD	Other
Pulmonary Arterial Hypertension	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	4.71100625591375	3.47384647120962	6.11392170216458	GBD	Cardiovascular
Eye cancer	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	9.07262888524218	6.95660932353441	11.6328690501793	GBD	Other Onco Hem
Soft tissue and other extraosseous sarcomas	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	23.6430656524261	19.8628688041158	27.6801511733882	GBD	Other Onco Hem
Pulmonary Arterial Hypertension	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	6.44374229874133	4.94932946247064	8.17806604310499	GBD	Cardiovascular
Malignant neoplasm of bone and articular cartilage	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	12.4496523816533	10.1970230649696	15.190000369836	GBD	Other Onco Hem
Neuroblastoma and other peripheral nervous cell tumors	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	0.419855405919553	0.249016714236322	0.638360780418641	GBD	Other Onco Hem
Eye cancer	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	13.4433283461553	10.6612548980441	16.5274852015303	GBD	Other Onco Hem
COVID-19	Both	All Ages	Spain	Prevalence	Rate (per 100,000)	Reference	2045	0	0	0	GBD	Infectious Diseases
Soft tissue and other extraosseous sarcomas	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	28.2621611844368	24.2692475434265	31.9603876337775	GBD	Other Onco Hem
Tuberculosis	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	7489.11660374833	6527.58804125629	8619.09246042532	GBD	Infectious Diseases
Malignant neoplasm of bone and articular cartilage	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	6.83282716670308	5.75680826655458	7.95096034494799	GBD	Other Onco Hem
Neuroblastoma and other peripheral nervous cell tumors	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	0.371367734229324	0.216347555393892	0.63162463172022	GBD	Other Onco Hem
HIV/AIDS	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	296.774812173276	182.577270809815	408.334234893579	GBD	Infectious Diseases
COVID-19	Both	All Ages	Germany	Prevalence	Rate (per 100,000)	Reference	2045	0	0	0	GBD	Infectious Diseases
Diarrheal diseases	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	359.461543585394	234.019661822694	506.910936858125	GBD	Other
Tuberculosis	Both	All Ages	Italy	Prevalence	Rate (per 100,000)	Reference	2045	8995.24050282749	7877.21810323004	10238.1152745197	GBD	Infectious Diseases
HIV/AIDS	Both	All Ages	Italy	Prevalence	Rate (per 100,000)	Reference	2045	387.269252576504	255.875194599755	530.384699973497	GBD	Infectious Diseases
Diarrheal diseases	Both	All Ages	Italy	Prevalence	Rate (per 100,000)	Reference	2045	279.128482953064	173.29595754904	415.347277449225	GBD	Other
Lower respiratory infections	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	43.1978265978827	38.001020539366	48.5904498568419	GBD	Infectious Diseases
Lower respiratory infections	Both	All Ages	Italy	Prevalence	Rate (per 100,000)	Reference	2045	29.8809915726942	26.296659370122	33.8358366456766	GBD	Infectious Diseases
Upper respiratory infections	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	2430.6358815501	2178.87335792974	2712.21219120758	GBD	Infectious Diseases
Upper respiratory infections	Both	All Ages	Italy	Prevalence	Rate (per 100,000)	Reference	2045	2261.61848660372	2031.21814897683	2502.46321727774	GBD	Infectious Diseases
Otitis media	Both	All Ages	United Kingdom	Prevalence	Rate (per 100,000)	Reference	2045	534.711405922012	363.846176360695	760.613351199816	GBD	Other
